Row,Name,Type,Accuracy,Ammo,ArmorPenetration,Availability,Cost,DamageValue,Description,Modes,Modifiers,Reach,RecoilCompensation,StandardUpgrades,Wireless,Source,Skill,SkillRow,Mounts,Container
135,"Colt America L36","Light Pistol",7,11(c),,4R,320¥,7P,"A venerable pistol with a great reputation. This basic firearm is cheap, easily concealed, and nearly ubiquitous. A perfect throwaway weapon.",SA,,,,,,Core,Pistols,102,"Top, Barrel",1
136,"Fichetti Executive Action","Light Pistol",6,18(c),,10R,300¥,7P,"“Manage your danger with Executive Action!” is the latest in a long series of taglines for this pistol, which incorporates a burst-fire option as standard. With no other truly compelling features, marketing is what this firearm mostly has going for it, but that appears to be all it needs to keep selling well.",SA/BF,,,,,,SR5:R&G,Pistols,102,"Top, Barrel",1
137,"Fichetti Security 600","Light Pistol",6(7),30(c),,6R,350¥,7P,"A light sidearm for security forces, this weapon’s highly efficient feeding mechanism allows it a thirty-round magazine. The Fichetti Security 600 comes with a detachable folding stock and laser sight.",SA,"Laser Sight, Detachable Folding Stock",,-1,,,Core,Pistols,102,"Top, Barrel",1
138,"Nitama Sporter","Light Pistol",6(7),18(c),,10R,300¥,6P,"Made from twenty different MAD-defeating components that appear to be everyday items (such as jewelry and commlink add-ons), this pistol is a choice weapon to sneak into areas illegally. It is difficult but not impossible to figure out that the disparate items are actually part of a firearm. It helps, of course, if you’ve seen one before.",SA,,,,"Laser sight",,SR5:R&G,Pistols,102,"Top, Barrel",1
139,"Shiawase Armaments Puzzler","Light Pistol",4,12(c),,14R,900¥,6P,"“A perfect pistol for the inexperienced, small-framed metahuman” is often how gun shop clerks describe this lightweight, sleek, and long-barreled pistol. With a built-in laser sight, low felt-recoil, and a small internal magazine, it is a popular home-defense weapon.  Recognize Weapon Recognizing the components of a Puzzler as belonging to a firearm when it is disassembled requires an Armorer + Logic (Mental) (3) or Perception + Intuition (Mental) (4) test. Assemble/Disassemble Assembling or disassembling the Puzzler from its concealable parts or pistol mode requires an Armorer + Logic (Mental) (6, 1 minute) Extended Test. A glitch on the test means you have to start over A critical glitch breaks one of the pieces, which will need to be repaired before the weapon can be used.",SA,,,,,,SR5:R&G,Pistols,102,"Top, Barrel",1
140,"Taurus Omni-6","Light Pistol",5(6),6(cy),0/-1,3R,300¥,6P/7P,"This reliable, rugged revolver is specially designed to handle a wide variety of ammunition. Popular with hobbyists and hand-loaders, the Omni-6 comes with some interchangeable cylinders so it can take either cased or caseless, light pistol or heavy pistol ammo. When firing light pistol rounds, the Omni-6 is semi-automatic (SA) and has a base DV of 6P, and when it fires heavy pistol ammo it has only single shot mode (SS), and a base DV of 7P and –1 AP. The Omni-6 includes an integral laser sight.",SA/SS,"Laser Sight",,,,,Core,Pistols,102,"Top, Barrel",1
141,"Colt Agent Special","Light Pistol",5,8(c),,5R,250¥,8P,"The Agent Special has been one of Colt’s bestsellers since its introduction over a century ago, and continuing updates and upgrades keep it more than relevant. The weapon’s large caliber makes it popular with shooters who prefer hitting power over range. The short barrel also reduces the round’s penetrative power, but the ability to use the same ammunition as a heavy pistol means that some organizations are turning to this steady performer to simplify their logistics.",SA,,,,,,SR5:GH3,Pistols,102,"Top, Barrel",1
142,"Cavalier Arms Adder Slivergun","Light Pistol",5,20(c),5,7F,320¥,8P(f),"Oddly enough, this gun was developed as a lightweight personal protection weapon for a mail-delivery corp. Management’s logic was that ﬂechette ammo would be more effective against aggressive dogs and similar paracritters while being less intimidating to customers. It is reminiscent of a pared-down Ares Viper Slivergun. With the modifcation of an aftermarket silencer, this gun is exceptionally handy for sneaking into a location and striking while the target’s guard is down.",SA,,,,,,SR5:HT,Pistols,102,"Top, Barrel",1
143,"Fichetti Tiffani Needler",Hold-Out,5,4(c),5,6R,"1,000¥",8P(f),"Designed to appeal to social climbers and debutantes, the Tiffani Needler is available in a wide variety of colors and styles. It also has a special color-changing coating that can be manipulated via wireless signal. This is useful to make sure your gun matches with your shoes or your handbag. The Needler can only fire flechette rounds (already factored into its damage code).",SA,,,,,,Core,Pistols,102,,1
144,"Fichetti-Tiffani Self-Defender 2075",Hold-Out,4,4(c),,3R,350¥,6P,"A purse pistol that has been updated to include the latest in fashion programming for its color-change coating, allowing it to be an excellent accessory for any outfit. Updates are available for a modest annual fee.",SS,,,,,,SR5:R&G,Pistols,102,,1
145,"Streetline Special",Hold-Out,4,6(c),,4R,120¥,6P,"Popular among society’s dregs, the Streetline Special is a small, lightweight weapon made of composite materials.",SA,,,,,,Core,Pistols,102,,1
146,"Walther Palm Pistol",Hold-Out,4,2(b),,4R,180¥,7P,"This is a classic double-barreled derringer in an over-under barrel combination. It packs a punch for its size, but on the downside it has one of the most diminutive “magazine” capacities on the marketjust one bullet per barrel. Both barrels can be fired at once as a short burst (see Not Enough Bullets, p. 180).",SS/BF,,,,,,Core,Pistols,102,,1
147,"Colt New Model Revolver",Hold-Out,6,5(cy),,4R,180¥,5P,"The New Model Revolver is Colt’s return to the small-revolver market, launched with a marketing campaign aimed at young homeowners and small security firms. The New Model is manufactured in a variety of small caliber and is largely of conventional design. The cylinder uses a simple left-side drop to allow rapid reloading with the appropriate manufacturer-approved speed loader. This model is only produced at Colt’s Connecticut facility and has largely remained rare outside of northeastern UCAS. Inside the UCAS, citizens can be proud to purchase from one of their homegrown success stories. Trust the quality of a proven manufacturer. Trust the Legend™.",SA,,,,,,SR5:GH3,Pistols,102,,1
148,"Cavalier Safeguard",Taser,5(6),6(m),-5,,275¥,6S(e),"A reliable self-defense weapon, this taser forgoes some wattage in each dart for a larger ammunition capacity, and backs that up with a top-mounted laser for increased accuracy for a less skilled shooter. It still looks sufficiently enough like a pistol to still intimidate targets who might scoff at a mere taser.",SA,,,,"Laser Sight","A successful hit informs you of the status of the target’s basic health (and Condition Monitors).",SR5:R&G,Pistols,102,"Top, Side, Stock",1
149,"Defiance EX Shocker",Taser,4,4(m),-5,,250¥,9S(e),"This heavy-duty taser fires up to 4 darts that trail wires up to 20 meters long. The wired connection to the battery allows for a more powerful shock. Most modern tasers use wireless darts, so the Defiance EX Shocker is an exception. It also features contacts that allow it to be used as a stun weapon in melee.",SS,,,,,"A successful hit informs you of the status of the target’s basic health (and Condition Monitors).",Core,Pistols,102,"Top, Side, Stock",1
150,"Tiffani-Defiance Protector",Taser,5(6),3(m),-5,,300¥,7S(e),"A sleek taser designed to accessorize well with women’s fashions, with the added benefit of geckogrip to allow it to be set anywhere that is comfortable on the body and a sleek top-mounted laser sight for quick targeting. This is a perfect choice to go with the immortal little black dress, stored under the dashboard of a car, or put next to the bed for a good night’s sleep.",SA,,,,"Laser Sight, Gecko Grip","A successful hit informs you of the status of the target’s basic health (and Condition Monitors).",SR5:R&G,Pistols,102,"Top, Side, Stock",1
151,"Yamaha Pulsar",Taser,5,4(m),-5,,180¥,7S(e),"The darts of this taser contain wireless capacitors, meaning that the Pulsar eliminates the need for cumbersome wires. As a trade-off, it is slightly less powerful than the EX Shocker, although it can fire faster. It lacks the EX Shocker’s melee contacts.",SA,,,,,"A successful hit informs you of the status of the target’s basic health (and Condition Monitors).",Core,Pistols,102,"Top, Side, Stock",1
152,"Throwing Knife/Shuriken",Throwing,Physical,,-1,4R,25¥,(STR+1)P,"A wide variety of shapes and sizes of aerodynamically balanced, specially weighted, muscle-powered throwing weapons are available, from throwing spikes to darts to kunai and shuriken. A character can ready (Agility ÷ 2) of these knives with one Ready Weapon action.",,,,,,"If all the throwing knives or shuriken you throw in a single Combat Turn are wireless and you have a smartlink system, each knife you throw receives a +1 dice pool bonus per knife thrown that Combat Turn at your current target, as the knives inform and adjust for wind and other atmospheric conditions. So you’d get no bonus on the first throw, a +1 bonus on the second throw, a +2 bonus on the third throw, etc. (assuming you aimed all three knives at the same target).",Core,"Throwing Weapons",105,,1
153,Boomerang,Throwing,Physical-1,,,4,50¥,(STR+2)P,"This is not the cute toy of your youth that you throw and try to get to come right back to you. This is the Aboriginal hunting stick that can snap the neck of an emu. Made of a wide variety of materials the modern hunting boomerang is either a heavy wood with a dull edge or a lighter composite with a sharp edge. Both are deadly in the right hands.",,,,,,"The device can provide live-feed video while in flight.",SR5:R&G,"Throwing Weapons",105,,1
154,Harpoon/Javelin,Throwing,Physical,,-1,6,125¥,(STR+3)P,"There’s a reason why the javelin was part of the original Olympics, which was a militaristic sporting competition. Metahumans have been using sharpened sticks to kill prey, and each other, for millennia. Improvements to materials technology have just allowed them to throw further, faster, and more accurately.",,,,,,,SR5:R&G,"Throwing Weapons",105,,1
155,"Urban Tribe Tomahawk",Throwing,Physical+1,,-1,4,200¥,(STR+2)P,"This is not your grandfather’s tomahawk. Made from modern composites and balanced for throwing, this modern take on the classic Native American weapon gives as much respect to its predecessors as it can while moving into the 21st century. Popular among the urban tribal street gangs, especially the First Nations in Seattle, these finely crafted killing tools can also be found on the belts of Salish Rangers and Sioux Wildcats.",,,,,,,SR5:R&G,"Throwing Weapons",105,,1
156,Bow,Bow,6,,-(Rating/4),Rating,Rating*100¥,(Rating+2)P,"This could be a traditional longbow of fiberglass or wood, or possibly a modern compound-and-pulley bow. Both are archaic and rare weapons on the streets of 2075, and both have the advantage of being hacker-proof. Reloading a bow takes a Simple Action (Ready Weapon, p. 165). Bows have ratings that indicate the minimum Strength you need to use that weapon. When attacking with a bow, a character whose Strength is less than the Rating suffers a –3 dice pool modifier per point below the minimum; this penalty reflects the difficulty they have in pulling the bow and nocking an arrow. Use the lowest value of your Strength, the bow’s rating, or the arrow Rating for range and damage when attacking a target, because your average Rating 10 titanium-sheathed beryllium-alloy bow tends to turn wood or fiberglass arrows into powder when they hit a target.",,,,,,,Core,Archery,93,,1
157,"Light Crossbow",Bow,7,4(m),-1,2,300¥,5P,"Modern crossbows are equipped with automatic reloading devices, so unless you’re using a museum piece, reloading doesn’t require a Ready Weapon action.",,,,,,,Core,Archery,93,,1
158,"Medium Crossbow",Bow,6,4(m),-2,4R,500¥,7P,"Modern crossbows are equipped with automatic reloading devices, so unless you’re using a museum piece, reloading doesn’t require a Ready Weapon action.",,,,,,,Core,Archery,93,,1
159,"Heavy Crossbow",Bow,5,4(m),-3,8R,"1,000¥",10P,"Modern crossbows are equipped with automatic reloading devices, so unless you’re using a museum piece, reloading doesn’t require a Ready Weapon action.",,,,,,,Core,Archery,93,,1
160,"Pistol Crossbow",Bow,7,,,6R,300¥,4P,"The Sliver, as well as some of its other competing models, is designed for stealthy operation as opposed to high-damage potential. Due to the preference for stealth over force, the Sliver is most often used with Ranger Puncture Injection Bolts. These supposedly “best in the market” projectiles offer significant penetrative power to make sure whatever they’re loaded with makes its way into the target.",SS,,,,,,SR5:R&G,Archery,93,,1
161,"Harpoon Gun",Bow,5,1,-2,6R,200¥,9P,"Whether used to spear fish, defend against some of the more aggressive denizens of the oceans, or remind other sentient swimmers that what you’ve found beneath the waves belongs to you, the Aquadyne Shark can be a valuable asset. Powered by CO2 and possessing an internal magazine, the Shark doesn’t stop after just one pull of the trigger, a feature that has saved many a diver that trusted the Aquadyne brand. For the sport fisherman, the Shark features the QuickClip line system that makes setting up for the next catch faster than ever.",SS,,,,,,SR5:R&G,Archery,93,,1
162,"Aquadyne Shark-XS Harpoon Gun",Bow,5,5(m),-2,8R,800¥,9P,"Whether used to spear fish, defend against some of the more aggressive denizens of the oceans, or remind other sentient swimmers that what you’ve found beneath the waves belongs to you, the Aquadyne Shark can be a valuable asset. Powered by CO2 and possessing an internal magazine, the Shark doesn’t stop after just one pull of the trigger, a feature that has saved many a diver that trusted the Aquadyne brand. For the sport fisherman, the Shark features the QuickClip line system that makes setting up for the next catch faster than ever.",SS,,,,,,SR5:R&G,Archery,93,,1
163,"Ares Giantslayer Slingshot",Bow,7,,,,50¥,2P,"Not quite the wrist rocket you had as a kid—if David had the Giantslayer, the end result of his little tiff with Goliath wouldn’t be quite so startling. Modern materials throughout make this “kid’s toy” as deadly as any holdout and most light pistols on the market.",SS,,,,,,SR5:R&G,Archery,93,,1
164,"Dynamic Tension Bow",Bow,5,,-(Rating/4),12,"1,200¥",(Rating+2)P,"For most people, their Strength is a fixed factor. For those with magic on their side, Strength can vary dramatically. For archers that like to pump themselves up magically, a compound bow was developed with dynamic pulley adjustment that allows a variable draw strength. This bow functions similarly to a compound bow, but the Rating can be changed from 1 through 10 as a Simple Action.",,,,,,,SR5:HT,Archery,93,,1
165,"Ares Redline Laser","Exotic Laser",9,"10(c) or external source",-10,14F,"7,500¥",5P,"Featured as the weapon of Ace Holt in the Cross Point: Daedalus trideo trilogy, the Ares Redline laser pistol has been the poster child for Ares’ laser weapons program. Even though it has been on the market for a number of years the Redline has not seen many improvements or, as most folks were hoping, an increase in production volume.",SA,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under",1
166,"Ares Lancer MP Laser","Exotic Laser",7,"2 * 10(c) or external source",-10,18F,"16,000¥",7P,"It was inevitable with the popularity of the Redline that the MP-Laser line would get an upgrade and facelift to fit the image of a sci-fi laser rifle, ready for an alien invasion. Though unless the aliens are attacking a high-profile Ares facility or Firewatch training facility, we likely won’t see many Lancers on the front line.",SA,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under",1
167,"Ares Archon Heavy MP Laser","Exotic Laser",7,"External source",-10,24F,"35,000¥",10P,"Pushing the limits of the MP denotation, the Archon is Ares’ biggest personal laser system. Too heavy and awkward for most users the Archon comes standard with a bipod and a mount for either a tripod or gyro-mount. This bad boy will make anyone stand up and take notice.",SA,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under",1
168,"Ares Armatus","Exotic Ranged",6,10(c),-5,20F,"19,000¥",6P,"A recent experimental prototype “laser shotgun” produced by Ares, this laser weapon uses a beam splitter to fre an array of smaller lasers rather than a single cohesive beam. This weapon has been seen in limited use with Firewatch teams but has not been released for sale on the military arms market. If you are lucky enough to happen across one for sale, consider its condition to be dropped once, never fired. This weapon has the same qualities specifc to other laser weapons (p. 47, Run & Gun) including increased range penalties and power source needs. The Armatus uses shotgun ranges and can fire narrow, medium, or wide spreads like a normal shotgun.",SA,,,,,,SR5:HT,"Exotic Ranged Weapon (Specific)",108,"Top, Under",1
169,"Ares S-III Super Squirt","Exotic Ranged",3,20(c),,7R,950¥,Chemical,"This popular non-lethal weapon fires DMSO gel packs. The dimethyl sulfoxide forces the skin to absorb the chemicals the operator wishes to deliver. The attack itself causes no damage, but when the target is hit successfully, the DMSO delivers the substance directly into the target’s bloodstream as a Contact vector toxin (Toxins, Drugs, and BTLs, p. 408). The Super Squirt uses Light Pistol ranges and can accept top- and underbarrel-mounted accessories",SA,,,,,,Core,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Stock, Side",1
170,"Ares Screech Sonic Rifle","Exotic Ranged",6,10(c),*,16R,"8,000¥",7S,"This is a nasty little oddball of a weapon. Though it’s called the Screech and its classified as a sonic rifle, anyone with this thing pointed at them will rarely hear a thing other then their own retching as they puke up their latest meal. This devious invention uses focused sound waves to disorient the target while not causing any real damage. Perfect for crowd control as long as the users are prepped with gas masks, since the reek of soybase vomit will fill the air this sucker is fired.",SS,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Side, Stock",1
171,Blowgun,"Exotic Ranged",8,1(ml),,4,15¥,1P,"Nope, not kidding. The blowgun has been silently neutralizing targets for hundreds of years. Especially popular with stealthy forces that like to poison their targets and then recover their goodies or finish them off once they are no longer able to fight off a flea. They take a lot of skill to use and almost always include a drug or toxin on their needles. Otherwise it would just be ranged acupuncture.",SS,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,,1
172,Bola,"Exotic Ranged",Physical,,4,6,75¥,(STR+3)S,"Take a pair of rocks, tie them together with a rope. Now you have basic bolas. Take that and throw it at some thing, letting the extra centrifugal force give it some added punch. Now get fancy and try and wrap it around your target. It’s not easy, but if you hit just right it’s both a takedown and a load of pain all in one. Modern bolas aren’t rocks tied with strings; instead, they’re usually solid steel connected with wire, often with three balls instead of two. They’re a favorite weapon of hunters that prefer to take their prey alive, especially bounty hunters.",,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,,1
173,"Fichetti Pain Inducer","Exotic Ranged",3,Special,,11R,"5,000¥",Special,"For a non-lethal weapon, the Fichetti Pain Inducer is not very humane. It makes someone feel like they are in a microwave, roasting from the inside out. Treat this as a toxin attack with a Power of 8 and a speed of Immediate. The target resists with Body + Willpower. If the modified Power exceeds the target’s Mental limit, the target must spend his next Action Phase doing whatever it takes to run away from the pain. The attacker can continue to hold her beam on a target with a Complex Action unless the game-master deems the target has dodged away or found cover. If the target cannot get out of the beam, he is incapacitated with pain, suffering a dice pool modifier equal to the modified Power on all tests for as long as the beam is trained on him.",SS,,,,,"The Pain Inducer recharges by induction at a rate of 1 charge per hour.",Core,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Side, Stock",1
174,"Flame Bracer","Exotic Ranged",4,2(c),-6,8F,775¥,6P(fire),"This gizmo was invented by a mage who favored the Shape Fire spell but could never find a ﬂame when he needed it. On a critical glitch you hit yourself with the ﬂame. This weapon uses the Exotic Ranged Weapon skill.",SS,,,,,,SR5:HT,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
175,"FN-AAL Gyroject Pistol","Exotic Ranged",5,10(c),-2,12F,"2,000¥",10P,"Once advertised as a favorite of the British Special Boat Squadron, FN has increased their market audience to most of the marine-based special operations forces around the world. The gun fires miniature 6mm rockets that explode on impact—an effect that, underwater, is even worse than in the air.",SA,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Barrel, Side, Stock",1
176,"Grapple gun","Exotic Ranged",3,1(ml),-2,8R,500¥,7S,"This gun can shoot a grappling hook and attached rope, using Light Crossbow ranges. It comes equipped with an internal winch to pull back the grapple (or pull up small loads). Use the Exotic Ranged Weapon skill to shoot it. Micro rope can support a weight of up to 100 kilograms; standard and stealth ropes can support a weight of up to 400 kilograms.",SS,,,,,,Core,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
177,"Gun Cane, Knockoff","Exotic Ranged",5,,,6R,150¥,9P,"Where fashion meets defense, this single-shot weapon is a fashion accessory with both form and function. Designed to look just like Mortimer’s regular line of dress canes, the Trafalger tag goes on any of the gun canes no matter what they look like.",SS,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
178,"Gun Cane, Trafalgar","Exotic Ranged",6,1(b),,9R,750¥,7P,"Where fashion meets defense, this single-shot weapon is a fashion accessory with both form and function. Designed to look just like Mortimer’s regular line of dress canes, the Trafalger tag goes on any of the gun canes no matter what they look like.",SS,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
179,"Monofilament Bola","Exotic Ranged",Physical,,-0.5,18F,"4,000¥",(STR+3)S/12P,"If getting tangled up by a pair of metal balls on a metal wire wasn’t bad enough, imagine if that wire was a monofilament line. There’s very little intention to capture and much more to harm, though the company tag line is suppression through intimidation, claiming they wrap and prevent escape by the threat of increased risk of harm.",,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,,1
180,Net,"Exotic Ranged",Physical-2,,,6,350¥,,"There always seemed to be no more embarrassing gladiatorial death than to be trapped in a net and then poked to death. I think the fact that the gladiators who fought with nets were the lowliest of the low makes it even worse. But these days it doesn’t matter. If it works, use it. The net makes a great way to slow an opponent and provide an advantage, and isn’t that what life is always about—getting the advantage?",,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
181,"Net Gun, Basic","Exotic Ranged",5,4(b),,9,750¥,,,SS,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
182,"Net Gun, XL","Exotic Ranged",5,2(b),,9,"1,000¥",,"This weapon comes in two models, the basic and the XL. The basic is designed for metahumans, except for trolls, and smaller critters; while the XL is intended for trolls and other larger creatures.",SS,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
183,"Parashield Dart Pistol","Exotic Ranged",5,5(c),,4R,600¥,"as Drug/Toxin","The industry standard dart pistol, this fires injection dar ts (p. 434) with narcoject or another payload. The Parashield dar t pistol uses Heavy Pistol ranges and can take top-mounted accessories.",SA,,,,,"The dart reports whether or not it has struck home and successfully injected. It may also report any gross physical anomalies in the target’s tissue, although its medical sensors are not very sophisticated (Device Rating of 1 for the dart).",Core,"Exotic Ranged Weapon (Specific)",108,"Top, Side, Stock",1
184,"Parashield Dart Rifle","Exotic Ranged",6,6(m),,6R,"1,200¥","as Drug/Toxin","Originally designed to non-lethally take down large game animals at long ranges, the Parashield dart rifle uses compressed air cartridges to fire injection darts. This weapon includes a top-mounted imaging scope. It uses sporting rifle ranges and can mount top and underbarrel accessories.",SA,,,,,"The dart reports whether or not it has struck home and successfully injected. It may also report any gross physical anomalies in the target’s tissue, although its medical sensors are not very sophisticated (Device Rating of 1 for the dart).",Core,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Side, Stock",1
185,"Shiawase Blazer","Exotic Ranged",6,4(c),-6,16F,"2,200¥",10P,"Handheld flaming death! The Blazer is small and easily portable. Used heavily during the Az-Am War to root out Amazonian guerillas, the Blazer has found its way into the standard arsenal of many mercenary and special operations units around the world.",SA/BF/FA,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
186,"Shiawase Arms Incinerator","Exotic Ranged",4,6(c),-6,12F,"10,000¥",12P,"A recent release from Shiawase, the Incinerator is the first personal incendiary device to utilize advanced polymers in nearly every aspect of its construction. The advanced materials limited the thermal stress placed on the ignition chamber as well as ensuring the operator suffers limited discomfort from the intense heat. The recommended fuel mixture ensures complete combustion; field-expedience mixtures are still possible, but less efficient.",SS,,,,"Powered SlideMount (Rating 1), Reduced Weight",,SR5:GH3,"Exotic Ranged Weapon (Specific)",108,Under,1
187,"Shiawase Arms Simoom","Exotic Ranged",5,6(ml),,14R,"1,500¥",6P,"Combining the best of offense and defense, this set of forearm guards (p. 73, Run & Gun) offers +1 Armor and has a built in light pistol “Magazine Barrel” on the dominant arm’s guard. Firing is a Complex Action. The magazine barrel holds 6 shots that can be fred individually or all at once as full auto fire. The Simoom uses pistol ranges. Full Auto fire takes a –2 penalty from recoil. The offhand guard has one capacity slot that stores a spare barrel magazine (nonfring) standard but can be repurposed with other equipment. The Concelability modifer to hide the true function of the bracer is –4. Wireless bonus: Firing is a Simple Action",SA/FA,,,,,,SR5:HT,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
188,"Shooting Bracer","Exotic Ranged",5(6),1(b),,10R,"1,250¥",7P,,SS,,,,,,SR5:R&G,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
189,"Throwing Syringe","Exotic Ranged",Physical,,-2,6F,"1,500¥",(STR-2)P,"Originally developed by a street doc who was also a throwing adept, this weapon quickly found fans with assassins due to its ability to deal deadly attacks in an easily concealable package. These aerodynamic throwing needles have an internal compressed reservoir with an inertial trigger. When the darts strike a target, they inject any liquid they contain into the target. If the syringe does not penetrate the armor and the liquid is not contact vector, the target is not affected by the liquid (see Injection Darts, p. 434, SR5). A character can ready (Agility / 2) of these syringes with one Ready Weapon action. Wireless bonus: If all the Throwing Syringes you throw in a Combat Turn have wireless and you have a smartlink system, each syringe you throw receives a +1 dice pool bonus per syringe thrown that Combat Turn at your current target, as the syringes adjust for wind and other atmospheric conditions. So you’d get no bonus on the frst throw, +1 on the second throw, and +2 on the third, etc. (assuming you aimed all three syringes at the same target. If you didn’t then no bonus).",,,,,,,SR5:HT,"Exotic Ranged Weapon (Specific)",108,"Top, Under, Barrel, Side, Internal, Stock",1
190,"Monofilament Whip","Exotic Melee",5(7),,-8,12F,"10,000¥",12P,"Iconic. Terrifying. Deadly. Few weapons on the street are more feared. This monofilament line can cut through bone and armor like hot butter. The line extends out to two meters, and retracts into the weapon`s handle when not in use. The whip action, the weighted tip, and the deadly thread of monofilament line itself make this weapon a potential danger to it`s wielder.",,,2,,,"The whip can be readied with a Free Action, rather than a Simple Action. The whip`s built-in safety system retracts automatically instead of getting you entangled on a glitch. Accuracy increased by 2.",Core,"Exotic Melee Weapon (Specific)",107,,1
191,"Monofilament Chainsaw","Exotic Melee",3,,-6,8,500¥,8P,"The top of each chain segment on this portable motorized saw is covered with monofilament wire. Ideal for cutting through trees, doors, and other immovable objects. A monofilament chainsaw is too unwieldy to make a good melee weapon (use Exotic Melee Weapon skill). When used against barriers, double the monofilament chainsaw’s Damage Value of 8P.",,,1,,,,Core,"Exotic Melee Weapon (Specific)",107,,1
192,Garrote,"Exotic Melee",5,,-6,,50¥,(STR+4)S,"This can be as simple as a string attached to a pair of pencils but is usually a far more professional tool. The garrote is a handheld weapon designed to quietly kill via strangulation. The weapon consists of a central string, usually semiflexible wire of some sort, attached to a pair of handles used to pull the weapon tight once it is wrapped around a targets neck. Death is slow and unpleasant as the target usually struggles intensely, so a strong stomach and skill are both required.",,,,,,,SR5:R&G,"Exotic Melee Weapon (Specific)",107,,1
193,"Ares "Queen of Hearts" Monofilament Garrote","Exotic Melee",5,,-8,18F,"2,000¥",(STR+6)S,"Leave it to Ares to make something deadly even deadlier. The Queen of Hearts is the nickname for Ares’ monofilament garrote that will often take a head right off well before the target suffocates, though I’m certain that was part of the intended design. Other megacorps have copied the design, but Ares is by far the biggest name out there.",,,,,,,SR5:R&G,"Exotic Melee Weapon (Specific)",107,,1
194,Chakram,"Exotic Melee",4,,,8R,750¥,(STR)P,"Use Shuriken range and Skill Exotic Melee Weapon (Chakram)",,,,,,,SR5:R&G,"Exotic Melee Weapon (Specific)",107,,1
195,Bullwhip,"Exotic Melee",6,,3,6,100¥,(STR+1)P,"Whether it’s redirecting bulls, snagging wrists, or lashing infidels, the whip has seen an interesting history as a tool, a showpiece, a torture device, and a weapon.This versatility is both its greatest asset and its biggest detriment. The training that is needed to use this weapon is very specific, but a truly skilled individual can perform feats with this item unmatched by any other weapon.",,,2,,,,SR5:R&G,"Exotic Melee Weapon (Specific)",107,,1
196,"Ash Arms Combat Chainsaw","Exotic Melee",5,,-4,6R,"2,000¥",8P,,,,1,,,,SR5:R&G,"Exotic Melee Weapon (Specific)",107,,1
197,"Ash Arms Monofilament Chainsaw","Exotic Melee",5,,-8,8R,"7,500¥",12P,"Monofilament makes everything better or so Ash Arms would like us to believe. While the civilian model is actually used for cutting things like concrete and sculpting stone, that is just never enough. Ash has retooled the monofilament cousin of the standard chainsaw as well and made it into a unique weapon that has probably cut off more limbs from brain-dead wielders than their intended victims. But boy is a successful hit awesome.",,,1,,,,SR5:R&G,"Exotic Melee Weapon (Specific)",107,,1
198,"Collapsible Scythe","Exotic Melee",5,,-2,16R,"2,350¥",(STR+2)P,"Nothing brings the terror of your imminent demise to a peak quite the same way as a shadowy figure wielding a scythe closing in on you. The progenitor of this weapon was a female assassin who goes by the name Keres. There have been a few copycats since, but none as skilled or successful. This weapon is custom made and is essentially a telescoping staff with a Smartsteel blade fused to one end. When collapsed, the staff part compresses together with a telescopic design, and the blade coils inside the end of the shaft. Collapsing or extending the scythe is a Complex Action. When collapsed, the scythe is the same size as a club or baton (0 Concealability modifer) and if inspected noticing the coiled blade can be diffcult (-4 Concealability Modifer). Wireless bonus: Collapsing or extending the scythe is a Simple Action.",,,2,,,,SR5:HT,"Exotic Melee Weapon (Specific)",107,,1
